URL Template,Name
https://www.amazon.co.uk/s/?field-keywords=%s,amazon
https://www.google.co.uk/search?q=%s,google
https://maps.google.com/maps?q=%s,map
https://scholar.google.com/scholar?q=%s,scholar
https://en.wikipedia.org/w/index.php?search=%s,wiki
